"id","Protein.Name","Accession.Number","Molecular.Weight","Protein.Group.Score","Identified.Peptide.Count","Quantitative.Value","UniprotID","Gene_name","Description","Q11.1D","Q11.2D","Q11.3D","Q11.3D.R2","Q12.1D","Q12.2D","Q12.3D","Q12.3D.R2","Q13.1D","Q13.2D","Q13.3D","Q13.3D.R2","Q14.1D","Q14.2D","Q14.3D","Q15.1D","Q15.2D","Q15.3D","R71.1D","R71.2D","R71.3D","R72.1D","R72.2D","R72.3D","R73.1D","R73.2D","R73.3D","R74.1D","R74.2D","R74.3D","R75.1D","R75.2D","R75.3D","logFC_Fish.Oil.Diet_vs_Control.Diet","CI.L_Fish.Oil.Diet_vs_Control.Diet","CI.R_Fish.Oil.Diet_vs_Control.Diet","AveExpr_Fish.Oil.Diet_vs_Control.Diet","t_Fish.Oil.Diet_vs_Control.Diet","B_Fish.Oil.Diet_vs_Control.Diet","P.Value_Fish.Oil.Diet_vs_Control.Diet","adj.P.Val_Fish.Oil.Diet_vs_Control.Diet","sig.PVal_Fish.Oil.Diet_vs_Control.Diet","sig.FDR_Fish.Oil.Diet_vs_Control.Diet"
"1478","sp|Q9D0A3|ARPIN_MOUSE Arpin OS=Mus musculus OX=10090 GN=Arpin PE=1 SV=1","ARPIN_MOUSE","25 kDa",0.999004478,3,NA,"Q9D0A3","Arpin","Arpin",22.5587653598563,22.7617985312903,22.7596659659261,22.8932341239973,22.8388969839786,22.8260063279318,22.9921610668842,22.9077251921404,22.6849699541166,22.7481030141339,22.8278670873969,22.5774404694343,22.7278619084715,22.6232533832666,22.8725263693946,22.4563804224371,22.5110325947224,22.375216447736,22.6610421141773,22.7610537562512,22.8091713940103,22.7559243295193,22.8941430859865,23.0116169914559,22.7696545011131,22.9197827051356,22.1829226879433,22.2301129079001,22.9154356992834,22.8299904129027,22.7419106598788,22.6902227807615,22.8342754740022,0.0147670109594671,-0.131280600041172,0.160814621960107,22.7257625667708,0.205771620221585,-7.53699060368789,0.838243129409334,0.894249776298625,0,0
"1479","sp|Q61553|FSCN1_MOUSE Fascin OS=Mus musculus OX=10090 GN=Fscn1 PE=1 SV=4","FSCN1_MOUSE","55 kDa",0.999003872,10,NA,"Q61553","Fscn1","Fascin",23.5955898382555,23.4244569250851,23.7769637099978,23.834863903713,23.4253905712802,23.3443617414312,23.070601775623,23.2171966053881,23.1528166039446,23.2939274585292,22.9901163259947,23.0456176908621,23.1603393067563,23.1098675801078,22.9193786768322,23.1862800693697,23.117273079471,23.1165579212522,23.3972121447064,23.4057528365305,23.2626853199437,23.1837467717398,23.1209491449405,22.8632848601013,23.197906630207,23.0515176157212,23.0313466235759,23.1937267545772,23.0070948457745,22.7604853295183,23.0283092864929,23.015160616967,22.9095479722148,-0.170395982237821,-0.333897362990524,-0.00689460148511836,23.1881917132395,-2.12092476437074,-5.39303658931095,0.0415882760276657,0.093170633891437,0,0
"1480","sp|P61164|ACTZ_MOUSE Alpha-centractin OS=Mus musculus OX=10090 GN=Actr1a PE=1 SV=1","ACTZ_MOUSE","43 kDa",0.999001974,5,NA,"P61164","Actr1a","Alpha-centractin",18.900570755386,18.2281799691827,17.4140560345442,18.2174787307282,18.1864201799922,18.9215330640412,18.1296689298001,18.1324582710624,18.6169627676869,18.8460580539817,18.4005884004884,18.4351775814521,18.7158799824359,18.8145039076591,18.3345806934098,18.811800503935,18.8216802413464,18.3065773422218,18.8680980221641,18.7344971103859,18.1676841009879,18.0851265357667,17.6673453614428,17.8802613495523,17.5624776047867,17.0365550490304,16.7057976085561,18.0455408533668,16.9994683032979,17.5959558207671,17.8387231774407,17.6254955522728,18.0673342471854,-0.665430142941663,-1.00955093015455,-0.321309355728778,18.1549859426169,-3.936138890149,-1.04854634247975,0.000409784018253195,0.00211100857888009,0,0
"1481","sp|Q59J78|NDUF2_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2 OS=Mus musculus OX=10090 GN=Ndufaf2 PE=1 SV=1","NDUF2_MOUSE","20 kDa",0.99899985,3,NA,"Q59J78","Ndufaf2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2",21.1603255662605,21.2473910107815,22.4375273629431,21.4949148610796,21.2563215005753,21.4419334753246,22.3075497137532,21.8825180816667,21.5002554004302,20.9964710119787,22.4618652558157,21.8988563380093,21.0496591627276,21.2562497710491,22.2005934484689,21.3434803114311,21.5334996447629,22.4204673567693,21.2669074728706,20.8239019897272,22.348247282081,21.6305043745552,21.3870029958413,22.2871231794784,21.4431447000596,21.827449884655,22.3482197538727,21.1223023849508,21.7672803080772,22.4711737809011,21.0561014590101,22.1176873745579,22.3598206473771,0.0899089906550401,-0.279480990820126,0.459298972130206,21.701416571571,0.495446611102248,-7.43304535507601,0.623611332950759,0.732327761430336,0,0
"1482","sp|Q8BUV3|GEPH_MOUSE Gephyrin OS=Mus musculus OX=10090 GN=Gphn PE=1 SV=2","GEPH_MOUSE","83 kDa",0.99899841,5,NA,"Q8BUV3","Gphn","Gephyrin",22.2654036075706,22.1562121476431,22.5448127794744,22.1203027995054,22.1256513117586,22.0684526863309,20.7602170697911,21.7476324468559,21.7509455371267,21.9066248511301,20.8715276728152,21.2821171771181,21.8723129726136,21.5100985835861,21.0916792270339,21.9276066007865,21.7414386602535,21.3992643752695,21.8154674490145,22.0006013348398,21.3881051495573,21.8526629088182,21.8321519991667,21.5147480412944,21.9279923173246,21.7878094981927,21.5581078644864,21.7312354493029,21.7170985273426,21.3076759302464,21.8509966610153,21.6432246615341,21.3651580756354,-0.0439254147409969,-0.318303796679311,0.230452967197318,21.7101617083162,-0.325840701916668,-7.50425827324753,0.746624292132153,0.824510586267452,0,0
"1483","sp|Q9DCB8|ISCA2_MOUSE Iron-sulfur cluster assembly 2 homolog, mitochondrial OS=Mus musculus OX=10090 GN=Isca2 PE=1 SV=2","ISCA2_MOUSE","17 kDa",0.99899743,7,NA,"Q9DCB8","Isca2","Iron-sulfur cluster assembly 2 homolog, mitochondrial",22.3145462890089,22.4652431498531,21.9138934574832,21.9759528220683,22.4182355300474,22.1287404266206,22.3629064273543,22.2743475202038,22.3715149188323,22.5745927730481,22.4870892582735,22.358991695627,22.6328951677359,22.0729494547545,22.6478492546708,22.3516641386193,22.2774436518363,22.3585210276017,22.4891696749543,22.1775186935047,22.3079989936112,21.9633588857322,22.0936194224111,22.1576662935438,21.8204172160119,22.0780589054495,21.7946778242662,21.9834906841092,22.084451304595,22.3835459864485,22.2481294539391,22.4611658773501,22.2147832464564,-0.182095222709979,-0.332331203029111,-0.0318592423908468,22.2498614977582,-2.46667501173629,-4.69149912472768,0.0190443414242433,0.0502631476859023,0,0
"1484","sp|Q62348|TSN_MOUSE Translin OS=Mus musculus OX=10090 GN=Tsn PE=1 SV=1","TSN_MOUSE","26 kDa",0.99899688,6,NA,"Q62348","Tsn","Translin",22.9170767420306,23.0913759428462,23.1322178762903,22.9697959728887,23.3561952452006,23.3383767321743,23.7406591281388,23.5033321258639,23.2145175862484,23.2769890796231,23.3695855481679,23.3018930124644,22.8454373899164,23.0583848020528,23.3997117390876,22.8705744748544,23.1874627866074,23.0205441494803,23.5493490688277,23.7126645759045,23.4938207264068,23.5589153518925,23.6866893646848,23.7090959136551,23.5593105571816,23.6615749552236,23.6578261175149,23.4685332677448,23.724035626243,23.4201562213872,23.4161420398093,23.618831266188,23.3007072483423,0.369502912626185,0.227485110523744,0.511520714728626,23.3676297768164,5.2949567400754,2.83934877660918,7.89285393403331e-06,6.72871618565081e-05,0,0
"1485","sp|P00493|HPRT_MOUSE Hypoxanthine-guanine phosphoribosyltransferase OS=Mus musculus OX=10090 GN=Hprt1 PE=1 SV=3","HPRT_MOUSE","25 kDa",0.9989966,5,NA,"P00493","Hprt1","Hypoxanthine-guanine phosphoribosyltransferase",22.2402177007928,22.3834460160708,22.0167405035565,21.8138523163875,22.3485133269424,22.2919339345037,22.2823943624234,22.4827694456054,22.4988130575549,22.5776466993377,22.335824829186,22.0428164997981,22.2911734101139,22.3328265533995,22.4931904379805,22.1859013402494,22.2780756367857,22.1419570950107,22.3535048602868,22.4906000366518,22.4808390927135,22.3455018629128,22.3923843887388,22.1348577392097,22.3246911138999,22.3654284055119,21.9263306065055,22.3216104853047,22.2547666348848,21.8885369269693,22.4400077818098,22.4385113336579,22.152352229882,0.00743416850155754,-0.13022917985372,0.145097516856835,22.2832732322618,0.109900940554148,-7.55253001311882,0.913158647684715,0.945813148447499,0,0
"1486","sp|Q8BVE3|VATH_MOUSE V-type proton ATPase subunit H OS=Mus musculus OX=10090 GN=Atp6v1h PE=1 SV=1","VATH_MOUSE","56 kDa",0.9989954,4,NA,"Q8BVE3","Atp6v1h","V-type proton ATPase subunit H",18.719832776942,19.6392346948452,19.1977686682674,19.2567974778603,18.8901093727596,18.4337076251278,20.4443209730442,19.2176441185035,18.781051236179,19.0799812137398,19.0732910555219,19.3495207811662,18.9253551886919,19.0180774440932,19.9567566012324,19.2098040059676,19.1342293019584,19.7240965583893,19.78073385046,19.7740709483305,20.3199205365575,19.7130038615751,19.6896573358624,19.0613055287335,19.4233910617906,19.4553530267706,19.6246277139675,19.3375489063595,18.9519087584102,19.5754259374475,19.5420153816825,19.2482831317524,19.8160180601928,0.329129875198973,0.0361283000299271,0.622131450368019,19.3746922161873,2.28644609445661,-5.06720405323992,0.0288620523124386,0.0698002771405419,0,0
"1487","sp|Q91Z38|TTC1_MOUSE Tetratricopeptide repeat protein 1 OS=Mus musculus OX=10090 GN=Ttc1 PE=1 SV=1","TTC1_MOUSE","33 kDa",0.99899535,3,NA,"Q91Z38","Ttc1","Tetratricopeptide repeat protein 1",21.2147446089977,20.9524689112766,21.9128385959908,21.0900189501461,21.1921116434096,21.2123187543763,21.7916904300755,21.234528081471,21.0687796163977,21.1825187951609,22.0835601329685,21.5293302440879,21.307944595648,21.2066207759466,21.8585280891632,21.1137310369661,21.1175904565557,21.7732449670131,20.7406729192928,19.9098678701155,21.6451454468288,20.9721084361474,20.7213239179637,21.8900985683746,20.5899215162599,21.1260969275741,21.622203552124,21.0273517155635,21.2124490346365,21.3878868752745,20.5510336045152,21.4030572650739,21.5820122715911,-0.288060710002714,-0.594497812480366,0.0183763924749376,21.2492060183935,-1.91342901471744,-5.77564945059408,0.0645122885733298,0.132716317432326,0,0
"1488","sp|Q02819|NUCB1_MOUSE Nucleobindin-1 OS=Mus musculus OX=10090 GN=Nucb1 PE=1 SV=2","NUCB1_MOUSE","53 kDa",0.99899476,9,NA,"Q02819","Nucb1","Nucleobindin-1",24.0341108833934,24.162080535598,24.3130357782955,24.0834122141776,23.852298189721,23.8689729757569,23.5802898928497,23.6996242109205,24.0404721689479,24.0042328305775,23.7535009069891,23.8572464651684,24.1045724362904,24.0086867933,23.9413370952684,23.9719824806925,24.0945473847523,23.9236230154075,24.4856939312516,24.567251848182,24.3352243364593,24.4367775763845,24.4650176891631,24.3722083931823,24.6532240291574,24.5445139768675,24.4275797988724,24.631596166621,24.5006280750411,24.3387205204843,24.6458408268208,24.2761093071118,24.3862102023404,0.510327208634486,0.395909201025079,0.624745216243892,24.1927461495772,9.07698630304411,13.5445219070176,1.85291622452857e-10,9.73623252525015e-09,0,0
"1489","sp|Q9ESL4|M3K20_MOUSE Mitogen-activated protein kinase kinase kinase 20 OS=Mus musculus OX=10090 GN=Map3k20 PE=1 SV=1","M3K20_MOUSE","92 kDa",0.99898946,6,NA,"Q9ESL4","Map3k20","Mitogen-activated protein kinase kinase kinase 20",22.8130862478451,22.6508014017962,22.9185984625798,22.7513993215249,22.537909632069,22.6039728093188,22.7793403579958,22.7075512796907,22.8103609114994,22.7904058470503,23.0959145116508,23.3421618922818,22.6385580816072,22.6418195956033,23.2035578141118,22.2486459804852,22.6925484690621,22.6225134716598,22.736032793122,22.3423312055116,22.8062629996806,22.4788747471457,22.1925145412772,22.3279989301972,21.6939030558566,21.8982238259414,22.1458249725707,21.5683365865709,22.2055244675119,21.9727320453291,22.0349425178875,22.1683788357926,22.1519893114549,-0.587805615822887,-0.79588860844553,-0.379722623200244,22.502212634051,-5.74889640915741,4.16977641140334,2.07536527780602e-06,2.12688143718418e-05,0,0
"1490","sp|Q8BGY7|F210A_MOUSE Protein FAM210A OS=Mus musculus OX=10090 GN=Fam210a PE=1 SV=1","F210A_MOUSE","32 kDa",0.99898931,5,NA,"Q8BGY7","Fam210a","Protein FAM210A",24.2447428849815,24.4008285267192,24.955919224369,24.4542753220195,24.2199048630473,24.2538980144828,24.6781462728474,24.3289225536466,24.12580926705,24.0628813500131,24.4431649003504,24.4787494179343,24.0036051134206,24.1304390687456,24.2923855980274,24.266698581597,24.2890919478447,24.6003926117533,24.3918599836442,24.2783282437465,24.731856339544,24.5266418617399,24.4254596003329,24.6339439703294,24.4141034909507,24.6493064326933,24.7635205164329,24.5448824323396,24.6343954320634,24.6495213710292,24.4557713800464,24.517090652323,24.6842891887994,0.207294975353765,0.0640716929120099,0.35051825779552,24.4403280731777,2.94552348515859,-3.60489109885206,0.00589472988108411,0.0192277306504888,0,0
"1491","sp|Q9CQ40|RM49_MOUSE 39S ribosomal protein L49, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl49 PE=1 SV=1","RM49_MOUSE","19 kDa",0.99898862,2,NA,"Q9CQ40","Mrpl49","39S ribosomal protein L49, mitochondrial",18.9586044797609,19.0368436632643,17.8382416732988,18.3316389226695,19.442412362723,19.8012163623605,19.2131326359003,19.3503121830245,19.0261971565684,19.2442614404552,18.9745304601245,19.6266494192247,19.0556360288584,19.1138201739042,18.3940428354825,19.3391091277625,19.7556541616703,19.0032951126572,19.2213278827415,19.0882338176272,18.8527279268262,19.7533694062691,19.241638167035,19.1528521940024,19.5109018611642,18.8090908598465,19.1273425374226,19.0532174042419,19.1907595910882,19.6014150756405,19.462741657455,18.9503085263693,18.5283392047457,0.0859733964033573,-0.213345924570684,0.385292717377399,19.1227231609753,0.584654111702428,-7.38396801893119,0.562806578028811,0.68168944279265,0,0
"1492","sp|Q64516|GLPK_MOUSE Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=2","GLPK_MOUSE","61 kDa",0.99898836,14,NA,"Q64516","Gk","Glycerol kinase",23.5694643584909,23.6056397637492,23.1458895487235,23.6481410237455,23.5876547974221,23.5107002262915,23.5782781644615,23.5973483654468,23.6347366692049,23.560674564405,23.7192355604925,23.3427258379532,23.5392740247652,23.5955019911847,23.6648669532353,23.6360892032942,23.5910842500086,23.7520201478855,23.8636626091819,23.6860636023952,23.9189914840394,23.8849815288621,23.90076985402,23.8724120118589,23.8407918293564,23.8477376951523,23.8432211013331,23.7097542374421,23.9031312171255,23.8623224830189,23.9007631155706,23.9018011343433,23.9128784576331,0.285545187935501,0.196681716591156,0.374408659279846,23.7008669033968,6.5394151426513,6.48013962511549,2.06212577849984e-07,2.83787785707835e-06,0,0
"1493","sp|Q61753|SERA_MOUSE D-3-phosphoglycerate dehydrogenase OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=3","SERA_MOUSE","57 kDa",0.99898652,3,NA,"Q61753","Phgdh","D-3-phosphoglycerate dehydrogenase",17.9906993439494,17.3758625081038,16.8351654901837,17.502511275222,19.2532330140768,18.5907410681571,17.8377938198004,19.0101821352545,17.7322106363694,16.9663472617587,18.1922219035338,19.2919019835945,17.7887853035374,17.2519585174347,17.7463886658835,18.7051784120664,18.7988481657158,18.490371019518,18.2813346778115,18.9229558386377,18.7893024870416,20.097467623164,19.8524309583664,19.9687613257784,20.4510992399101,19.8364330995511,20.1790675396585,20.3968689111922,20.4440115591454,20.5319631887981,20.2420072432899,20.1881656297913,20.2384846658831,1.81911245897018,1.31481299523726,2.32341192270311,18.9024471064297,7.34260041271448,8.75899785398061,2.1417787452963e-08,4.38988693184845e-07,1,1
"1494","sp|Q9CQT1|MTNA_MOUSE Methylthioribose-1-phosphate isomerase OS=Mus musculus OX=10090 GN=Mri1 PE=1 SV=1","MTNA_MOUSE","39 kDa",0.99898609,5,NA,"Q9CQT1","Mri1","Methylthioribose-1-phosphate isomerase",22.0237298509183,22.5420822338489,23.1022437949843,22.427170020038,22.2958527603518,22.2603549020872,22.303074998571,22.2938894626882,22.3358349178504,22.2211569678267,22.0708233951663,21.9391348490934,21.7625370205296,22.2759855956396,22.2855999068464,22.1995096277068,22.1119929070476,22.3021188696093,22.3994651796939,21.8166078852318,21.9929453131407,22.4487579160396,22.4557262878171,22.5932064708025,22.491872973415,22.4245535290826,22.5653805455601,22.424923200036,22.226670994724,22.5095182322442,22.3168075978736,22.3439848919424,22.4959732905183,0.103032282719006,-0.0751565679651513,0.281221133403164,22.3108935269371,1.17673896008878,-6.86181132742352,0.247782148443276,0.380292304302214,0,0
"1495","sp|P42669|PURA_MOUSE Transcriptional activator protein Pur-alpha OS=Mus musculus OX=10090 GN=Pura PE=1 SV=1","PURA_MOUSE","35 kDa",0.99898559,5,NA,"P42669","Pura","Transcriptional activator protein Pur-alpha",19.3120849638978,19.4274877407349,18.9971495566822,18.4609376565436,19.4506967961827,19.5109433441927,18.7698755074697,18.9796328138642,19.3662321057835,20.0006863078091,19.2180101421024,19.4499348964187,19.8090619025454,19.8155807352457,19.8274057455621,19.8216205928503,19.5059257630109,19.1374822752631,19.9004944599871,19.4725976681163,19.2639218068444,19.4453901084875,19.0620816950583,19.0683148200929,19.4477453345335,19.2456938934032,18.9271365650172,19.2466989643574,19.5284297538732,18.8811316426975,19.423489656551,19.705546681342,19.0792656672142,-0.0679567991704566,-0.319216834628216,0.183303236287303,19.3502632595071,-0.550456797439127,-7.40373622079467,0.585747481670869,0.701246985098928,0,0
"1496","sp|P56391|CX6B1_MOUSE Cytochrome c oxidase subunit 6B1 OS=Mus musculus OX=10090 GN=Cox6b1 PE=1 SV=2","CX6B1_MOUSE","10 kDa",0.99898507,6,NA,"P56391","Cox6b1","Cytochrome c oxidase subunit 6B1",28.3870183460781,28.7632366729674,28.7554843318109,28.4687062459262,29.0887887360428,28.803315485409,28.8423494359235,28.99217256011,28.5932792486371,28.980115843361,29.034576753889,29.0649697644246,28.8586432801286,28.7784952621665,28.977387155964,29.1056952336492,29.0873525249801,29.3282272325866,29.4305949238461,29.3102285180149,29.4353324861834,29.3286755256153,29.4749474390208,29.1237070622549,29.2779566341554,29.3873565518308,29.3546829895361,29.7235288121466,29.4230440602977,30.1068094677992,29.7123345914974,29.1555507080081,30.3052190381047,0.619452691995495,0.41780994156512,0.821095442425869,29.1654479673444,6.2519121856889,5.6426840105487,4.75588602411932e-07,5.87372248277985e-06,0,0
"1497","sp|Q9R1T2|SAE1_MOUSE SUMO-activating enzyme subunit 1 OS=Mus musculus OX=10090 GN=Sae1 PE=1 SV=1","SAE1_MOUSE","39 kDa",0.99898193,5,NA,"Q9R1T2","Sae1","SUMO-activating enzyme subunit 1",21.3376374910829,21.1848505038714,21.8291831934125,21.1524767404464,21.6048309884383,21.4645943221073,21.7248531056436,21.7734851914808,21.2418482249958,21.1740317743919,22.0031383091113,21.6877570952139,21.2592798786186,20.931609860247,21.5623812583873,21.3720118054676,21.3437833507834,21.6428013866918,21.2772195303545,20.7630627398429,21.8230213838629,21.3932786579945,21.2319896136451,21.9430743104655,20.9842132860095,21.3374206782501,21.544995128947,21.0443512071863,21.4174070439071,21.6696996857985,20.8787371036238,21.1856491023412,21.6555834728507,-0.11727283034978,-0.337996051119109,0.103450390419549,21.4072805280446,-1.08128461407451,-6.96840613761738,0.287470421171209,0.42736086274938,0,0
"1498","sp|P02463|CO4A1_MOUSE Collagen alpha-1(IV) chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4","CO4A1_MOUSE","161 kDa",0.99898162,2,NA,"P02463","Col4a1","Collagen alpha-1(IV) chain",20.0096308002914,19.7575213627783,20.796228656541,19.8543988396428,19.3747193616836,18.5005629530797,18.5934127367803,19.2489158984918,19.7791003025172,19.3707311444326,19.9714662361293,19.8516038963445,20.6573384415328,21.1124843162106,20.9222505816471,19.6272341614058,19.9974740985205,19.3992429119717,19.0958784252423,19.4962407069839,19.6443112949322,19.633392658844,19.7571443887962,18.2532752828567,19.5841642627173,19.3026094564547,19.2205096811012,19.3971094564719,18.5826327216615,18.6042481062206,17.3580115079787,19.1008648269901,19.1673607619987,-0.74372291405005,-1.22256588785095,-0.264879940249145,19.4855172799773,-3.16152700193141,-3.08001385441445,0.00338487839723037,0.0121519236869513,0,0
"1499","sp|Q8BJU0|SGTA_MOUSE Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Mus musculus OX=10090 GN=Sgta PE=1 SV=2","SGTA_MOUSE","34 kDa",0.9989815,9,NA,"Q8BJU0","Sgta","Small glutamine-rich tetratricopeptide repeat-containing protein alpha",23.4532242402532,23.357308866279,23.0149132455577,23.5471349300666,23.2654121098501,23.4584577419717,23.237097998336,23.1762480043949,23.1647585827604,23.2675625996266,23.1237997102149,23.0815385429901,23.3972857891977,23.3756019474842,23.2174196111179,23.227172314414,23.1375773845633,22.9894292701071,23.0820189943657,23.1809761638963,23.1542926352986,22.9080599312351,23.0614692805292,23.1020344062097,22.8863872585426,22.9641241553248,22.8227821586668,22.8914357537493,22.6967650316271,22.9104856009486,22.7665897485917,22.8166274804662,22.6725488067319,-0.321779222320284,-0.439876121037472,-0.203682323603096,23.1032890998597,-5.54506756240923,3.57198326393312,3.77985079972488e-06,3.56985908862905e-05,0,0
"1500","sp|P01869|IGH1M_MOUSE Ig gamma-1 chain C region, membrane-bound form OS=Mus musculus OX=10090 GN=Ighg1 PE=1 SV=2","IGH1M_MOUSE","43 kDa",0.99897874,3,NA,"P01869","Ighg1","Ig gamma-1 chain C region, membrane-bound form",22.0875057279119,22.1346917343396,21.684909230482,21.957853866417,24.4250811193702,24.4753419323256,24.3809163562682,24.2790815558976,21.8608809614316,21.823485965251,21.6390069567625,22.0267688426359,22.0941373340121,22.0507729598658,21.4176735103389,22.7854460346774,22.6706811044833,22.2987195877398,23.4725623394785,23.4251458193697,23.1577774513681,21.799549292936,21.8619883542562,21.3402346452169,24.6584923805064,24.5102040707202,24.3591616602507,23.8389686171422,23.8628961451628,23.754678321804,24.1308611008729,24.1470178346392,23.8882672704508,0.919800643599942,0.194048501924059,1.64555278527582,22.978810911648,2.57978928974959,-4.44703095076095,0.0145929449756137,0.0404737149515582,0,0
"1501","sp|Q7TMM9|TBB2A_MOUSE Tubulin beta-2A chain OS=Mus musculus OX=10090 GN=Tubb2a PE=1 SV=1","TBB2A_MOUSE","50 kDa",0.99897782,19,NA,"Q7TMM9","Tubb2a","Tubulin beta-2A chain",23.6443587686251,23.2224449669431,23.7575632362813,23.7477917954955,22.4364866454361,22.4992122143392,20.9122391131124,21.5066320668284,22.196758064003,22.2156698716358,20.9431664414906,21.614985710841,22.7497862935661,22.5263731498112,21.4118392423735,22.5384594208583,22.3548848627249,21.7665781476597,22.1172739237971,22.4395945672222,21.2104420530514,22.4775060774438,22.1802306185876,21.5011538335626,22.4564243020043,22.0974963101388,21.6932186013547,21.9888461048194,22.1388656268817,21.7332160068008,22.1615533207974,21.8723164255604,21.5493036475097,-0.361350017143732,-0.848681120350842,0.125981086063379,22.1715961039866,-1.50932512486163,-6.42709991630486,0.14085667927502,0.246413924397583,0,0
"1502","sp|Q9DB15|RM12_MOUSE 39S ribosomal protein L12, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl12 PE=1 SV=2","RM12_MOUSE","22 kDa",0.99897615,5,NA,"Q9DB15","Mrpl12","39S ribosomal protein L12, mitochondrial",24.0574357911633,23.575486233104,23.3571647612175,24.5189856219138,23.0392111157033,23.0238645938706,22.5451479193005,22.8319584615807,22.9329508770328,23.067399868895,22.4683183399515,22.8425971682679,23.1436785608111,22.9329083916552,22.6192544738149,23.1870215521527,23.1495863694766,22.8048356342372,23.1296896341442,23.1870538930325,22.7962076783779,23.0208563161111,22.9848677120725,22.6551779965412,23.0959830078431,22.8061467870788,22.6103557994539,23.0286023926368,22.9560277619794,22.8538615855895,23.2156844075317,23.018018127848,23.0708788371696,-0.154583967180919,-0.434271769251672,0.125103834889834,23.0462793233806,-1.12496320177014,-6.92064031669433,0.268811588720934,0.405673885850392,0,0
"1503","sp|P36552|HEM6_MOUSE Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Cpox PE=1 SV=2","HEM6_MOUSE","50 kDa",0.99897417,9,NA,"P36552","Cpox","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial",21.2137116757693,21.3808175520443,20.2186800564648,20.6758392745133,21.5936652115937,21.4068711945102,21.2054352910885,21.5215091381967,21.5700741640132,21.7102411561753,21.2643484699028,21.6882498376518,20.9957468745068,21.4361565033083,21.226369708747,21.691625781054,21.7608792861319,21.7135574443083,21.7854250572676,21.7051659884373,21.4265890219013,21.4436599551457,21.4810796346022,21.2740548833645,21.2288364339878,21.3940920135359,21.126750701771,21.3665281093373,21.3105524298351,21.2763106241319,21.7859333015571,21.5975144017996,21.49016612188,0.0976339885713671,-0.132206519216478,0.327474496359212,21.3929223423798,0.86451714492852,-7.17898029866882,0.393596722215634,0.533716486612097,0,0
"1504","sp|Q8BH97|RCN3_MOUSE Reticulocalbin-3 OS=Mus musculus OX=10090 GN=Rcn3 PE=1 SV=1","RCN3_MOUSE","38 kDa",0.99897403,2,NA,"Q8BH97","Rcn3","Reticulocalbin-3",18.6481969963607,19.3512118384072,19.8669420278443,19.3924972189819,19.1359935189045,19.4039112323606,20.9340671239106,19.5985199008697,19.0712957178359,19.2201542636678,20.6249528572056,20.4056642137131,19.5452149487074,19.1185975488391,20.5781484670884,19.309923664141,19.3192316098823,20.4762630850772,19.2233253469751,18.4121650591128,20.3854012067568,18.4001595520217,19.2623871065846,20.3197951433328,18.7333562989916,19.9954210964313,20.6787004333735,19.3215453722511,19.9531859688926,20.3928081147676,18.9800688595914,19.7136504894754,19.7518826375901,-0.0984535005788594,-0.580452390615247,0.383545389457529,19.6219587551499,-0.415780365444696,-7.47011835712494,0.680297552638012,0.777234328289024,0,0
"1505","sp|Q99K70|RRAGC_MOUSE Ras-related GTP-binding protein C OS=Mus musculus OX=10090 GN=Rragc PE=1 SV=1","RRAGC_MOUSE","44 kDa",0.99897242,3,NA,"Q99K70","Rragc","Ras-related GTP-binding protein C",22.4482206591967,22.621752092294,22.7919816167956,22.453595728869,22.6207015699251,22.457691991511,22.7047822404263,22.6058556554802,22.2746220615589,21.9389576457198,22.5150186451854,22.3206599516472,22.5015991719512,22.4437237302865,22.3066643117466,22.1032044155987,22.1728413087826,22.4964017867742,22.0930921684132,22.3925222774075,22.2788972970689,21.8873056558279,22.2135076492948,22.3034529320589,22.3366661891701,22.2691074459935,22.3283701006738,22.4011185802527,22.277836386872,22.1669187718623,22.4196404639722,22.287498850343,22.0782217106953,-0.183182600436758,-0.319658666478341,-0.0467065343951757,22.3488615473835,-2.73158715522502,-4.10536436536823,0.0100732350724475,0.0299811012969858,0,0
